year,state,industry,industry_startups,industry_share,industry_cagr_3y,startups,nsva,startup_growth,startup_cagr_3y,nsva_growth,startup_nsva_ratio,industry_hhi,economic_size_percentile,industry_activity_percentile,underpenetration_gap,underpenetration_score
2025,Andhra Pradesh,AI,45.0,0.06474820143884892,85.93942827232803,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,82.39329268292683,-42.454268292682926,25.780189959294436
2025,Andhra Pradesh,AR VR (Augmented + Virtual Reality),2.0,0.0028776978417266188,25.99210498948732,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,14.176829268292682,25.76219512195122,66.25961103573044
2025,Andhra Pradesh,Advertising,3.0,0.004316546762589928,14.471424255333186,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,21.722560975609756,18.216463414634145,61.78199909543194
2025,Andhra Pradesh,Aeronautics Aerospace & Defence,15.0,0.02158273381294964,35.72088082974532,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,58.91768292682927,-18.97865853658537,39.7105382180009
2025,Andhra Pradesh,Agriculture,52.0,0.07482014388489208,16.36699011798588,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,85.36585365853658,-45.42682926829268,24.01628222523745
2025,Andhra Pradesh,Airport Operations,2.0,0.0028776978417266188,,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,14.176829268292682,25.76219512195122,66.25961103573044
2025,Andhra Pradesh,Animation,1.0,0.0014388489208633094,-20.62994740159002,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,4.954268292682927,34.984756097560975,71.73224785165084
2025,Andhra Pradesh,Architecture Interior Design,2.0,0.0028776978417266188,25.99210498948732,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,14.176829268292682,25.76219512195122,66.25961103573044
2025,Andhra Pradesh,Automotive,8.0,0.011510791366906475,-25.048764643136913,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,42.98780487804878,-3.0487804878048763,49.16327453640887
2025,Andhra Pradesh,Biotechnology,5.0,0.007194244604316547,7.721734501594191,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,31.402439024390244,8.536585365853657,56.03799185888738
2025,Andhra Pradesh,Chemicals,3.0,0.004316546762589928,44.22495703074083,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,21.722560975609756,18.216463414634145,61.78199909543194
2025,Andhra Pradesh,Computer Vision,1.0,0.0014388489208633094,0.0,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,4.954268292682927,34.984756097560975,71.73224785165084
2025,Andhra Pradesh,Construction,58.0,0.08345323741007195,18.336844122387276,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,86.89024390243902,-46.951219512195124,23.111714156490272
2025,Andhra Pradesh,Design,2.0,0.0028776978417266188,-20.62994740159002,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,14.176829268292682,25.76219512195122,66.25961103573044
2025,Andhra Pradesh,Education,49.0,0.07050359712230216,17.7673606017982,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,83.9939024390244,-44.054878048780495,24.8303934871099
2025,Andhra Pradesh,Enterprise Software,13.0,0.01870503597122302,63.032441550291594,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,54.420731707317074,-14.481707317073173,42.379014020805066
2025,Andhra Pradesh,Events,4.0,0.0057553956834532375,10.064241629820891,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,27.36280487804878,12.57621951219512,58.43509724106739
2025,Andhra Pradesh,Fashion,6.0,0.008633093525179856,44.22495703074083,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,34.603658536585364,5.335365853658537,54.13839891451831
2025,Andhra Pradesh,Finance Technology,10.0,0.014388489208633094,0.0,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,48.6280487804878,-8.689024390243901,45.816372682044324
2025,Andhra Pradesh,Food & Beverages,44.0,0.06330935251798561,22.39034103416604,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,82.01219512195121,-42.07317073170731,26.006331976481235
2025,Andhra Pradesh,Green Technology,8.0,0.011510791366906475,-3.850028646172776,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,42.98780487804878,-3.0487804878048763,49.16327453640887
2025,Andhra Pradesh,Healthcare & Lifesciences,66.0,0.09496402877697842,48.880555295382734,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,89.78658536585365,-49.84756097560975,21.393034825870647
2025,Andhra Pradesh,House-Hold Services,4.0,0.0057553956834532375,25.99210498948732,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,27.36280487804878,12.57621951219512,58.43509724106739
2025,Andhra Pradesh,Human Resources,16.0,0.02302158273381295,38.672254870126935,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,60.97560975609756,-21.03658536585366,38.48937132519222
2025,Andhra Pradesh,IT Services,96.0,0.1381294964028777,20.402687581758293,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,93.97865853658537,-54.03963414634147,18.905472636815915
2025,Andhra Pradesh,Indic Language Startups,2.0,0.0028776978417266188,25.99210498948732,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,14.176829268292682,25.76219512195122,66.25961103573044
2025,Andhra Pradesh,Internet of Things,3.0,0.004316546762589928,-24.60525588708462,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,21.722560975609756,18.216463414634145,61.78199909543194
2025,Andhra Pradesh,Logistics,9.0,0.012949640287769784,21.644039911467992,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,46.1890243902439,-6.25,47.2636815920398
2025,Andhra Pradesh,Marketing,6.0,0.008633093525179856,14.471424255333186,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,34.603658536585364,5.335365853658537,54.13839891451831
2025,Andhra Pradesh,Media & Entertainment,7.0,0.010071942446043165,32.63524026321307,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,38.56707317073171,1.3719512195121908,51.78652193577567
2025,Andhra Pradesh,Non- Renewable Energy,3.0,0.004316546762589928,-35.15006827519721,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,21.722560975609756,18.216463414634145,61.78199909543194
2025,Andhra Pradesh,Other Specialty Retailers,9.0,0.012949640287769784,108.00838230519041,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,46.1890243902439,-6.25,47.2636815920398
2025,Andhra Pradesh,Professional & Commercial Services,20.0,0.02877697841726619,5.566719197800074,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,67.60670731707317,-27.667682926829272,34.55450022614202
2025,Andhra Pradesh,Real Estate,7.0,0.010071942446043165,20.507113208761506,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,38.56707317073171,1.3719512195121908,51.78652193577567
2025,Andhra Pradesh,Renewable Energy,19.0,0.027338129496402876,23.85623296301709,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,66.15853658536585,-26.21951219512195,35.41383989145183
2025,Andhra Pradesh,Retail,14.0,0.02014388489208633,51.82944859378311,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,56.40243902439024,-16.46341463414634,41.20307553143375
2025,Andhra Pradesh,Robotics,8.0,0.011510791366906475,58.74010519681994,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,42.98780487804878,-3.0487804878048763,49.16327453640887
2025,Andhra Pradesh,Safety,3.0,0.004316546762589928,44.22495703074083,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,21.722560975609756,18.216463414634145,61.78199909543194
2025,Andhra Pradesh,Security Solutions,6.0,0.008633093525179856,25.99210498948732,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,34.603658536585364,5.335365853658537,54.13839891451831
2025,Andhra Pradesh,Social Impact,3.0,0.004316546762589928,14.471424255333186,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,21.722560975609756,18.216463414634145,61.78199909543194
2025,Andhra Pradesh,Social Network,1.0,0.0014388489208633094,-20.62994740159002,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,4.954268292682927,34.984756097560975,71.73224785165084
2025,Andhra Pradesh,Sports,1.0,0.0014388489208633094,-20.62994740159002,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,4.954268292682927,34.984756097560975,71.73224785165084
2025,Andhra Pradesh,Technology Hardware,22.0,0.031654676258992806,40.10196653276936,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,69.8170731707317,-29.878048780487802,33.242876526458616
2025,Andhra Pradesh,Telecommunication & Networking,4.0,0.0057553956834532375,0.0,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,27.36280487804878,12.57621951219512,58.43509724106739
2025,Andhra Pradesh,Textiles & Apparel,4.0,0.0057553956834532375,25.99210498948732,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,27.36280487804878,12.57621951219512,58.43509724106739
2025,Andhra Pradesh,Toys and Games,3.0,0.004316546762589928,14.471424255333186,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,21.722560975609756,18.216463414634145,61.78199909543194
2025,Andhra Pradesh,Transportation & Storage,8.0,0.011510791366906475,4.551591714942038,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,42.98780487804878,-3.0487804878048763,49.16327453640887
2025,Andhra Pradesh,Travel & Tourism,9.0,0.012949640287769784,14.471424255333186,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,46.1890243902439,-6.25,47.2636815920398
2025,Andhra Pradesh,Waste Management,9.0,0.012949640287769784,44.22495703074083,695.0,1441786.0,14.686468646864693,22.185576696861542,10.399372728226396,0.0004820410241186972,0.05732016652199681,39.9390243902439,46.1890243902439,-6.25,47.2636815920398
2025,Arunachal Pradesh,Agriculture,10.0,0.4,70.99759466766969,25.0,40196.0,92.3076923076923,40.572110883624866,11.854407836153168,0.0006219524330779182,0.1454475308641975,0.8384146341463415,48.6280487804878,-47.78963414634146,22.61420171867933
2025,Arunachal Pradesh,Art & Photography,1.0,0.04,,25.0,40196.0,92.3076923076923,40.572110883624866,11.854407836153168,0.0006219524330779182,0.1454475308641975,0.8384146341463415,4.954268292682927,-4.115853658536585,48.53007688828585
2025,Arunachal Pradesh,Construction,6.0,0.24,44.22495703074083,25.0,40196.0,92.3076923076923,40.572110883624866,11.854407836153168,0.0006219524330779182,0.1454475308641975,0.8384146341463415,34.603658536585364,-33.765243902439025,30.936227951153324
2025,Arunachal Pradesh,Food & Beverages,1.0,0.04,,25.0,40196.0,92.3076923076923,40.572110883624866,11.854407836153168,0.0006219524330779182,0.1454475308641975,0.8384146341463415,4.954268292682927,-4.115853658536585,48.53007688828585
2025,Arunachal Pradesh,Healthcare & Lifesciences,2.0,0.08,,25.0,40196.0,92.3076923076923,40.572110883624866,11.854407836153168,0.0006219524330779182,0.1454475308641975,0.8384146341463415,14.176829268292682,-13.338414634146341,43.057440072365445
2025,Arunachal Pradesh,Logistics,1.0,0.04,,25.0,40196.0,92.3076923076923,40.572110883624866,11.854407836153168,0.0006219524330779182,0.1454475308641975,0.8384146341463415,4.954268292682927,-4.115853658536585,48.53007688828585
2025,Arunachal Pradesh,Pets & Animals,1.0,0.04,,25.0,40196.0,92.3076923076923,40.572110883624866,11.854407836153168,0.0006219524330779182,0.1454475308641975,0.8384146341463415,4.954268292682927,-4.115853658536585,48.53007688828585
2025,Arunachal Pradesh,Social Impact,1.0,0.04,,25.0,40196.0,92.3076923076923,40.572110883624866,11.854407836153168,0.0006219524330779182,0.1454475308641975,0.8384146341463415,4.954268292682927,-4.115853658536585,48.53007688828585
2025,Arunachal Pradesh,Travel & Tourism,1.0,0.04,,25.0,40196.0,92.3076923076923,40.572110883624866,11.854407836153168,0.0006219524330779182,0.1454475308641975,0.8384146341463415,4.954268292682927,-4.115853658536585,48.53007688828585
