year,state,industry,startup_count,nsva,india_internet_penetration,india_population,state_total_startups,sector_share,sector_share_pct,startup_growth_pct,india_internet_growth_pp,india_total_startups,industry_share_national
2017,Assam,Art & Photography,1.0,233267.0,18.20000076,1359657400.0,35.0,0.02857142857142857,2.857142857142857,250.0,1.7000007600000018,5473.0,0.006395030147999269
2017,Assam,Automotive,1.0,233267.0,18.20000076,1359657400.0,35.0,0.02857142857142857,2.857142857142857,250.0,1.7000007600000018,5473.0,0.01553078750228394
2017,Assam,Chemicals,1.0,233267.0,18.20000076,1359657400.0,35.0,0.02857142857142857,2.857142857142857,250.0,1.7000007600000018,5473.0,0.0038370180887995617
2017,Assam,Construction,2.0,233267.0,18.20000076,1359657400.0,35.0,0.05714285714285714,5.714285714285714,250.0,1.7000007600000018,5473.0,0.015348072355198247
2017,Assam,Fashion,1.0,233267.0,18.20000076,1359657400.0,35.0,0.02857142857142857,2.857142857142857,250.0,1.7000007600000018,5473.0,0.011693769413484378
2017,Assam,Food & Beverages,1.0,233267.0,18.20000076,1359657400.0,35.0,0.02857142857142857,2.857142857142857,250.0,1.7000007600000018,5473.0,0.03288872647542481
2017,Assam,Green Technology,2.0,233267.0,18.20000076,1359657400.0,35.0,0.05714285714285714,5.714285714285714,250.0,1.7000007600000018,5473.0,0.02430111456239722
2017,Assam,Healthcare & Lifesciences,2.0,233267.0,18.20000076,1359657400.0,35.0,0.05714285714285714,5.714285714285714,250.0,1.7000007600000018,5473.0,0.09464644619038919
2017,Assam,IT Services,6.0,233267.0,18.20000076,1359657400.0,35.0,0.17142857142857143,17.142857142857142,250.0,1.7000007600000018,5473.0,0.11255253060478713
2017,Assam,Marketing,1.0,233267.0,18.20000076,1359657400.0,35.0,0.02857142857142857,2.857142857142857,250.0,1.7000007600000018,5473.0,0.013155490590169926
2017,Assam,Media & Entertainment,1.0,233267.0,18.20000076,1359657400.0,35.0,0.02857142857142857,2.857142857142857,250.0,1.7000007600000018,5473.0,0.017540654120226568
2017,Assam,Others,6.0,233267.0,18.20000076,1359657400.0,35.0,0.17142857142857143,17.142857142857142,250.0,1.7000007600000018,5473.0,0.16243376575918145
2017,Assam,Renewable Energy,3.0,233267.0,18.20000076,1359657400.0,35.0,0.08571428571428572,8.571428571428571,250.0,1.7000007600000018,5473.0,0.025945550886168463
2017,Assam,Technology Hardware,1.0,233267.0,18.20000076,1359657400.0,35.0,0.02857142857142857,2.857142857142857,250.0,1.7000007600000018,5473.0,0.028138132651196784
2017,Assam,Textiles & Apparel,1.0,233267.0,18.20000076,1359657400.0,35.0,0.02857142857142857,2.857142857142857,250.0,1.7000007600000018,5473.0,0.011328339119312992
2017,Assam,Travel & Tourism,1.0,233267.0,18.20000076,1359657400.0,35.0,0.02857142857142857,2.857142857142857,250.0,1.7000007600000018,5473.0,0.013155490590169926
2017,Bihar,AI,2.0,420796.0,18.20000076,1359657400.0,47.0,0.0425531914893617,4.25531914893617,4600.0,1.7000007600000018,5473.0,0.014069066325598392
2017,Bihar,Agriculture,1.0,420796.0,18.20000076,1359657400.0,47.0,0.02127659574468085,2.127659574468085,4600.0,1.7000007600000018,5473.0,0.03234058103416773
2017,Bihar,Analytics,1.0,420796.0,18.20000076,1359657400.0,47.0,0.02127659574468085,2.127659574468085,4600.0,1.7000007600000018,5473.0,0.011511054266398684
2017,Bihar,Art & Photography,1.0,420796.0,18.20000076,1359657400.0,47.0,0.02127659574468085,2.127659574468085,4600.0,1.7000007600000018,5473.0,0.006395030147999269
2017,Bihar,Computer Vision,1.0,420796.0,18.20000076,1359657400.0,47.0,0.02127659574468085,2.127659574468085,4600.0,1.7000007600000018,5473.0,0.0042024483829709485
2017,Bihar,Construction,3.0,420796.0,18.20000076,1359657400.0,47.0,0.06382978723404255,6.382978723404255,4600.0,1.7000007600000018,5473.0,0.015348072355198247
2017,Bihar,Design,1.0,420796.0,18.20000076,1359657400.0,47.0,0.02127659574468085,2.127659574468085,4600.0,1.7000007600000018,5473.0,0.00968390279554175
2017,Bihar,Education,2.0,420796.0,18.20000076,1359657400.0,47.0,0.0425531914893617,4.25531914893617,4600.0,1.7000007600000018,5473.0,0.05792070162616481
2017,Bihar,Enterprise Software,1.0,420796.0,18.20000076,1359657400.0,47.0,0.02127659574468085,2.127659574468085,4600.0,1.7000007600000018,5473.0,0.027224556915768316
2017,Bihar,Fashion,1.0,420796.0,18.20000076,1359657400.0,47.0,0.02127659574468085,2.127659574468085,4600.0,1.7000007600000018,5473.0,0.011693769413484378
2017,Bihar,Food & Beverages,3.0,420796.0,18.20000076,1359657400.0,47.0,0.06382978723404255,6.382978723404255,4600.0,1.7000007600000018,5473.0,0.03288872647542481
2017,Bihar,Green Technology,3.0,420796.0,18.20000076,1359657400.0,47.0,0.06382978723404255,6.382978723404255,4600.0,1.7000007600000018,5473.0,0.02430111456239722
2017,Bihar,Healthcare & Lifesciences,4.0,420796.0,18.20000076,1359657400.0,47.0,0.0851063829787234,8.51063829787234,4600.0,1.7000007600000018,5473.0,0.09464644619038919
2017,Bihar,House-Hold Services,2.0,420796.0,18.20000076,1359657400.0,47.0,0.0425531914893617,4.25531914893617,4600.0,1.7000007600000018,5473.0,0.007125890736342043
2017,Bihar,IT Services,3.0,420796.0,18.20000076,1359657400.0,47.0,0.06382978723404255,6.382978723404255,4600.0,1.7000007600000018,5473.0,0.11255253060478713
2017,Bihar,Others,6.0,420796.0,18.20000076,1359657400.0,47.0,0.1276595744680851,12.76595744680851,4600.0,1.7000007600000018,5473.0,0.16243376575918145
2017,Bihar,Professional & Commercial Services,3.0,420796.0,18.20000076,1359657400.0,47.0,0.06382978723404255,6.382978723404255,4600.0,1.7000007600000018,5473.0,0.034533162799196056
2017,Bihar,Renewable Energy,1.0,420796.0,18.20000076,1359657400.0,47.0,0.02127659574468085,2.127659574468085,4600.0,1.7000007600000018,5473.0,0.025945550886168463
2017,Bihar,Retail,1.0,420796.0,18.20000076,1359657400.0,47.0,0.02127659574468085,2.127659574468085,4600.0,1.7000007600000018,5473.0,0.021194957061940436
2017,Bihar,Security Solutions,1.0,420796.0,18.20000076,1359657400.0,47.0,0.02127659574468085,2.127659574468085,4600.0,1.7000007600000018,5473.0,0.006760460442170656
2017,Bihar,Sports,1.0,420796.0,18.20000076,1359657400.0,47.0,0.02127659574468085,2.127659574468085,4600.0,1.7000007600000018,5473.0,0.004933308971313722
2017,Bihar,Technology Hardware,1.0,420796.0,18.20000076,1359657400.0,47.0,0.02127659574468085,2.127659574468085,4600.0,1.7000007600000018,5473.0,0.028138132651196784
2017,Bihar,Telecommunication & Networking,1.0,420796.0,18.20000076,1359657400.0,47.0,0.02127659574468085,2.127659574468085,4600.0,1.7000007600000018,5473.0,0.00968390279554175
2017,Bihar,Textiles & Apparel,2.0,420796.0,18.20000076,1359657400.0,47.0,0.0425531914893617,4.25531914893617,4600.0,1.7000007600000018,5473.0,0.011328339119312992
2017,Bihar,Travel & Tourism,1.0,420796.0,18.20000076,1359657400.0,47.0,0.02127659574468085,2.127659574468085,4600.0,1.7000007600000018,5473.0,0.013155490590169926
2017,Chandigarh,Architecture Interior Design,1.0,30251.0,18.20000076,1359657400.0,22.0,0.045454545454545456,4.545454545454546,144.44444444444446,1.7000007600000018,5473.0,0.003471587794628175
2017,Chandigarh,Education,2.0,30251.0,18.20000076,1359657400.0,22.0,0.09090909090909091,9.090909090909092,144.44444444444446,1.7000007600000018,5473.0,0.05792070162616481
2017,Chandigarh,Finance Technology,1.0,30251.0,18.20000076,1359657400.0,22.0,0.045454545454545456,4.545454545454546,144.44444444444446,1.7000007600000018,5473.0,0.029417138680796637
2017,Chandigarh,Green Technology,2.0,30251.0,18.20000076,1359657400.0,22.0,0.09090909090909091,9.090909090909092,144.44444444444446,1.7000007600000018,5473.0,0.02430111456239722
2017,Chandigarh,Healthcare & Lifesciences,1.0,30251.0,18.20000076,1359657400.0,22.0,0.045454545454545456,4.545454545454546,144.44444444444446,1.7000007600000018,5473.0,0.09464644619038919
2017,Chandigarh,Human Resources,1.0,30251.0,18.20000076,1359657400.0,22.0,0.045454545454545456,4.545454545454546,144.44444444444446,1.7000007600000018,5473.0,0.00968390279554175
2017,Chandigarh,IT Services,6.0,30251.0,18.20000076,1359657400.0,22.0,0.2727272727272727,27.27272727272727,144.44444444444446,1.7000007600000018,5473.0,0.11255253060478713
2017,Chandigarh,Internet of Things,2.0,30251.0,18.20000076,1359657400.0,22.0,0.09090909090909091,9.090909090909092,144.44444444444446,1.7000007600000018,5473.0,0.026493696327425542
2017,Chandigarh,Marketing,1.0,30251.0,18.20000076,1359657400.0,22.0,0.045454545454545456,4.545454545454546,144.44444444444446,1.7000007600000018,5473.0,0.013155490590169926
2017,Chandigarh,Media & Entertainment,1.0,30251.0,18.20000076,1359657400.0,22.0,0.045454545454545456,4.545454545454546,144.44444444444446,1.7000007600000018,5473.0,0.017540654120226568
2017,Chandigarh,Other Specialty Retailers,1.0,30251.0,18.20000076,1359657400.0,22.0,0.045454545454545456,4.545454545454546,144.44444444444446,1.7000007600000018,5473.0,0.005664169559656496
2017,Chandigarh,Others,2.0,30251.0,18.20000076,1359657400.0,22.0,0.09090909090909091,9.090909090909092,144.44444444444446,1.7000007600000018,5473.0,0.16243376575918145
2017,Chandigarh,Robotics,1.0,30251.0,18.20000076,1359657400.0,22.0,0.045454545454545456,4.545454545454546,144.44444444444446,1.7000007600000018,5473.0,0.005298739265485109
2017,Delhi,AI,8.0,522631.0,18.20000076,1359657400.0,742.0,0.01078167115902965,1.078167115902965,902.7027027027026,1.7000007600000018,5473.0,0.014069066325598392
2017,Delhi,AR VR (Augmented + Virtual Reality),5.0,522631.0,18.20000076,1359657400.0,742.0,0.006738544474393531,0.6738544474393532,902.7027027027026,1.7000007600000018,5473.0,0.0073086058834277365
2017,Delhi,Advertising,4.0,522631.0,18.20000076,1359657400.0,742.0,0.005390835579514825,0.5390835579514826,902.7027027027026,1.7000007600000018,5473.0,0.009866617942627444
2017,Delhi,Aeronautics Aerospace & Defence,2.0,522631.0,18.20000076,1359657400.0,742.0,0.0026954177897574125,0.2695417789757413,902.7027027027026,1.7000007600000018,5473.0,0.005481454412570802
2017,Delhi,Agriculture,13.0,522631.0,18.20000076,1359657400.0,742.0,0.01752021563342318,1.7520215633423182,902.7027027027026,1.7000007600000018,5473.0,0.03234058103416773
2017,Delhi,Analytics,9.0,522631.0,18.20000076,1359657400.0,742.0,0.012129380053908356,1.2129380053908356,902.7027027027026,1.7000007600000018,5473.0,0.011511054266398684
2017,Delhi,Art & Photography,6.0,522631.0,18.20000076,1359657400.0,742.0,0.008086253369272238,0.8086253369272237,902.7027027027026,1.7000007600000018,5473.0,0.006395030147999269
2017,Delhi,Automotive,13.0,522631.0,18.20000076,1359657400.0,742.0,0.01752021563342318,1.7520215633423182,902.7027027027026,1.7000007600000018,5473.0,0.01553078750228394
2017,Delhi,Chemicals,2.0,522631.0,18.20000076,1359657400.0,742.0,0.0026954177897574125,0.2695417789757413,902.7027027027026,1.7000007600000018,5473.0,0.0038370180887995617
2017,Delhi,Computer Vision,4.0,522631.0,18.20000076,1359657400.0,742.0,0.005390835579514825,0.5390835579514826,902.7027027027026,1.7000007600000018,5473.0,0.0042024483829709485
2017,Delhi,Construction,12.0,522631.0,18.20000076,1359657400.0,742.0,0.016172506738544475,1.6172506738544474,902.7027027027026,1.7000007600000018,5473.0,0.015348072355198247
2017,Delhi,Dating Matrimonial,1.0,522631.0,18.20000076,1359657400.0,742.0,0.0013477088948787063,0.13477088948787064,902.7027027027026,1.7000007600000018,5473.0,0.0005481454412570802
2017,Delhi,Design,3.0,522631.0,18.20000076,1359657400.0,742.0,0.004043126684636119,0.40431266846361186,902.7027027027026,1.7000007600000018,5473.0,0.00968390279554175
2017,Delhi,Education,46.0,522631.0,18.20000076,1359657400.0,742.0,0.06199460916442048,6.199460916442049,902.7027027027026,1.7000007600000018,5473.0,0.05792070162616481
2017,Delhi,Enterprise Software,8.0,522631.0,18.20000076,1359657400.0,742.0,0.01078167115902965,1.078167115902965,902.7027027027026,1.7000007600000018,5473.0,0.027224556915768316
2017,Delhi,Events,2.0,522631.0,18.20000076,1359657400.0,742.0,0.0026954177897574125,0.2695417789757413,902.7027027027026,1.7000007600000018,5473.0,0.004019733235885255
2017,Delhi,Fashion,11.0,522631.0,18.20000076,1359657400.0,742.0,0.014824797843665768,1.482479784366577,902.7027027027026,1.7000007600000018,5473.0,0.011693769413484378
2017,Delhi,Finance Technology,23.0,522631.0,18.20000076,1359657400.0,742.0,0.03099730458221024,3.0997304582210243,902.7027027027026,1.7000007600000018,5473.0,0.029417138680796637
2017,Delhi,Food & Beverages,35.0,522631.0,18.20000076,1359657400.0,742.0,0.04716981132075472,4.716981132075472,902.7027027027026,1.7000007600000018,5473.0,0.03288872647542481
2017,Delhi,Green Technology,18.0,522631.0,18.20000076,1359657400.0,742.0,0.02425876010781671,2.4258760107816713,902.7027027027026,1.7000007600000018,5473.0,0.02430111456239722
2017,Delhi,Healthcare & Lifesciences,58.0,522631.0,18.20000076,1359657400.0,742.0,0.07816711590296496,7.816711590296496,902.7027027027026,1.7000007600000018,5473.0,0.09464644619038919
2017,Delhi,House-Hold Services,5.0,522631.0,18.20000076,1359657400.0,742.0,0.006738544474393531,0.6738544474393532,902.7027027027026,1.7000007600000018,5473.0,0.007125890736342043
2017,Delhi,Human Resources,6.0,522631.0,18.20000076,1359657400.0,742.0,0.008086253369272238,0.8086253369272237,902.7027027027026,1.7000007600000018,5473.0,0.00968390279554175
2017,Delhi,IT Services,56.0,522631.0,18.20000076,1359657400.0,742.0,0.07547169811320754,7.547169811320755,902.7027027027026,1.7000007600000018,5473.0,0.11255253060478713
2017,Delhi,Indic Language Startups,15.0,522631.0,18.20000076,1359657400.0,742.0,0.02021563342318059,2.0215633423180592,902.7027027027026,1.7000007600000018,5473.0,0.010962908825141605
2017,Delhi,Internet of Things,15.0,522631.0,18.20000076,1359657400.0,742.0,0.02021563342318059,2.0215633423180592,902.7027027027026,1.7000007600000018,5473.0,0.026493696327425542
2017,Delhi,Marketing,11.0,522631.0,18.20000076,1359657400.0,742.0,0.014824797843665768,1.482479784366577,902.7027027027026,1.7000007600000018,5473.0,0.013155490590169926
2017,Delhi,Media & Entertainment,18.0,522631.0,18.20000076,1359657400.0,742.0,0.02425876010781671,2.4258760107816713,902.7027027027026,1.7000007600000018,5473.0,0.017540654120226568
2017,Delhi,Nanotechnology,1.0,522631.0,18.20000076,1359657400.0,742.0,0.0013477088948787063,0.13477088948787064,902.7027027027026,1.7000007600000018,5473.0,0.002192581765028321
2017,Delhi,Non- Renewable Energy,2.0,522631.0,18.20000076,1359657400.0,742.0,0.0026954177897574125,0.2695417789757413,902.7027027027026,1.7000007600000018,5473.0,0.002192581765028321
2017,Delhi,Other Specialty Retailers,8.0,522631.0,18.20000076,1359657400.0,742.0,0.01078167115902965,1.078167115902965,902.7027027027026,1.7000007600000018,5473.0,0.005664169559656496
2017,Delhi,Others,144.0,522631.0,18.20000076,1359657400.0,742.0,0.1940700808625337,19.40700808625337,902.7027027027026,1.7000007600000018,5473.0,0.16243376575918145
2017,Delhi,Pets & Animals,3.0,522631.0,18.20000076,1359657400.0,742.0,0.004043126684636119,0.40431266846361186,902.7027027027026,1.7000007600000018,5473.0,0.002192581765028321
2017,Delhi,Professional & Commercial Services,44.0,522631.0,18.20000076,1359657400.0,742.0,0.05929919137466307,5.929919137466308,902.7027027027026,1.7000007600000018,5473.0,0.034533162799196056
2017,Delhi,Real Estate,6.0,522631.0,18.20000076,1359657400.0,742.0,0.008086253369272238,0.8086253369272237,902.7027027027026,1.7000007600000018,5473.0,0.006212315000913576
2017,Delhi,Renewable Energy,24.0,522631.0,18.20000076,1359657400.0,742.0,0.03234501347708895,3.234501347708895,902.7027027027026,1.7000007600000018,5473.0,0.025945550886168463
2017,Delhi,Retail,19.0,522631.0,18.20000076,1359657400.0,742.0,0.025606469002695417,2.560646900269542,902.7027027027026,1.7000007600000018,5473.0,0.021194957061940436
2017,Delhi,Robotics,2.0,522631.0,18.20000076,1359657400.0,742.0,0.0026954177897574125,0.2695417789757413,902.7027027027026,1.7000007600000018,5473.0,0.005298739265485109
2017,Delhi,Safety,3.0,522631.0,18.20000076,1359657400.0,742.0,0.004043126684636119,0.40431266846361186,902.7027027027026,1.7000007600000018,5473.0,0.0023752969121140144
2017,Delhi,Security Solutions,4.0,522631.0,18.20000076,1359657400.0,742.0,0.005390835579514825,0.5390835579514826,902.7027027027026,1.7000007600000018,5473.0,0.006760460442170656
2017,Delhi,Social Impact,10.0,522631.0,18.20000076,1359657400.0,742.0,0.013477088948787063,1.3477088948787064,902.7027027027026,1.7000007600000018,5473.0,0.006760460442170656
2017,Delhi,Social Network,11.0,522631.0,18.20000076,1359657400.0,742.0,0.014824797843665768,1.482479784366577,902.7027027027026,1.7000007600000018,5473.0,0.01078019367805591
2017,Delhi,Sports,3.0,522631.0,18.20000076,1359657400.0,742.0,0.004043126684636119,0.40431266846361186,902.7027027027026,1.7000007600000018,5473.0,0.004933308971313722
2017,Delhi,Technology Hardware,13.0,522631.0,18.20000076,1359657400.0,742.0,0.01752021563342318,1.7520215633423182,902.7027027027026,1.7000007600000018,5473.0,0.028138132651196784
2017,Delhi,Telecommunication & Networking,7.0,522631.0,18.20000076,1359657400.0,742.0,0.009433962264150943,0.9433962264150944,902.7027027027026,1.7000007600000018,5473.0,0.00968390279554175
2017,Delhi,Textiles & Apparel,8.0,522631.0,18.20000076,1359657400.0,742.0,0.01078167115902965,1.078167115902965,902.7027027027026,1.7000007600000018,5473.0,0.011328339119312992
2017,Delhi,Transportation & Storage,10.0,522631.0,18.20000076,1359657400.0,742.0,0.013477088948787063,1.3477088948787064,902.7027027027026,1.7000007600000018,5473.0,0.018088799561483647
2017,Delhi,Travel & Tourism,11.0,522631.0,18.20000076,1359657400.0,742.0,0.014824797843665768,1.482479784366577,902.7027027027026,1.7000007600000018,5473.0,0.013155490590169926
2017,Goa,Art & Photography,1.0,54976.0,18.20000076,1359657400.0,20.0,0.05,5.0,900.0,1.7000007600000018,5473.0,0.006395030147999269
2017,Goa,Enterprise Software,1.0,54976.0,18.20000076,1359657400.0,20.0,0.05,5.0,900.0,1.7000007600000018,5473.0,0.027224556915768316
2017,Goa,Healthcare & Lifesciences,2.0,54976.0,18.20000076,1359657400.0,20.0,0.1,10.0,900.0,1.7000007600000018,5473.0,0.09464644619038919
2017,Goa,Human Resources,1.0,54976.0,18.20000076,1359657400.0,20.0,0.05,5.0,900.0,1.7000007600000018,5473.0,0.00968390279554175
2017,Goa,IT Services,5.0,54976.0,18.20000076,1359657400.0,20.0,0.25,25.0,900.0,1.7000007600000018,5473.0,0.11255253060478713
2017,Goa,Marketing,1.0,54976.0,18.20000076,1359657400.0,20.0,0.05,5.0,900.0,1.7000007600000018,5473.0,0.013155490590169926
2017,Goa,Media & Entertainment,1.0,54976.0,18.20000076,1359657400.0,20.0,0.05,5.0,900.0,1.7000007600000018,5473.0,0.017540654120226568
2017,Goa,Others,4.0,54976.0,18.20000076,1359657400.0,20.0,0.2,20.0,900.0,1.7000007600000018,5473.0,0.16243376575918145
2017,Goa,Renewable Energy,1.0,54976.0,18.20000076,1359657400.0,20.0,0.05,5.0,900.0,1.7000007600000018,5473.0,0.025945550886168463
2017,Goa,Technology Hardware,1.0,54976.0,18.20000076,1359657400.0,20.0,0.05,5.0,900.0,1.7000007600000018,5473.0,0.028138132651196784
2017,Goa,Transportation & Storage,1.0,54976.0,18.20000076,1359657400.0,20.0,0.05,5.0,900.0,1.7000007600000018,5473.0,0.018088799561483647
2017,Goa,Travel & Tourism,1.0,54976.0,18.20000076,1359657400.0,20.0,0.05,5.0,900.0,1.7000007600000018,5473.0,0.013155490590169926
2017,Gujarat,AI,2.0,1010114.0,18.20000076,1359657400.0,299.0,0.006688963210702341,0.6688963210702341,931.0344827586207,1.7000007600000018,5473.0,0.014069066325598392
2017,Gujarat,AR VR (Augmented + Virtual Reality),3.0,1010114.0,18.20000076,1359657400.0,299.0,0.010033444816053512,1.0033444816053512,931.0344827586207,1.7000007600000018,5473.0,0.0073086058834277365
2017,Gujarat,Advertising,6.0,1010114.0,18.20000076,1359657400.0,299.0,0.020066889632107024,2.0066889632107023,931.0344827586207,1.7000007600000018,5473.0,0.009866617942627444
2017,Gujarat,Aeronautics Aerospace & Defence,1.0,1010114.0,18.20000076,1359657400.0,299.0,0.0033444816053511705,0.33444816053511706,931.0344827586207,1.7000007600000018,5473.0,0.005481454412570802
2017,Gujarat,Agriculture,13.0,1010114.0,18.20000076,1359657400.0,299.0,0.043478260869565216,4.3478260869565215,931.0344827586207,1.7000007600000018,5473.0,0.03234058103416773
2017,Gujarat,Analytics,1.0,1010114.0,18.20000076,1359657400.0,299.0,0.0033444816053511705,0.33444816053511706,931.0344827586207,1.7000007600000018,5473.0,0.011511054266398684
2017,Gujarat,Architecture Interior Design,2.0,1010114.0,18.20000076,1359657400.0,299.0,0.006688963210702341,0.6688963210702341,931.0344827586207,1.7000007600000018,5473.0,0.003471587794628175
